timestamp,gpu_index,gpu_util,mem_used,power,temp,pid,used_mem_by_pid
2025-04-04 12:59:30,0,0,10345.88,70.642,29,,
2025-04-04 12:59:30,1,0,9805.88,72.048,30,,
2025-04-04 12:59:30,2,0,9805.88,71.804,31,,
2025-04-04 12:59:30,3,0,10309.88,71.048,29,,
2025-04-04 12:59:31,0,0,10345.88,70.391,29,,
2025-04-04 12:59:31,1,0,9805.88,72.048,29,,
2025-04-04 12:59:31,2,0,9805.88,71.504,30,,
2025-04-04 12:59:31,3,0,10309.88,70.804,29,,
2025-04-04 12:59:32,0,0,10345.88,70.391,29,,
2025-04-04 12:59:32,1,0,9805.88,72.048,29,,
2025-04-04 12:59:32,2,0,9805.88,70.967,30,,
2025-04-04 12:59:32,3,0,10309.88,70.804,29,,
2025-04-04 12:59:33,0,0,10345.88,70.391,29,,
2025-04-04 12:59:33,1,0,9805.88,72.048,29,,
2025-04-04 12:59:33,2,0,9805.88,70.967,30,,
2025-04-04 12:59:33,3,0,10309.88,70.804,29,,
2025-04-04 12:59:34,0,0,10345.88,70.391,29,,
2025-04-04 12:59:34,1,0,9805.88,72.048,29,,
2025-04-04 12:59:34,2,0,9805.88,70.967,30,,
2025-04-04 12:59:34,3,0,10309.88,70.804,29,,
2025-04-04 12:59:35,0,0,10345.88,70.391,29,,
2025-04-04 12:59:35,1,0,9805.88,72.048,29,,
2025-04-04 12:59:35,2,0,9805.88,70.967,30,,
2025-04-04 12:59:35,3,0,10309.88,70.804,29,,
2025-04-04 12:59:36,0,57,10345.88,134.551,33,,
2025-04-04 12:59:36,1,0,9805.88,71.966,29,,
2025-04-04 12:59:36,2,0,9805.88,70.885,30,,
2025-04-04 12:59:36,3,0,10309.88,70.723,29,,
2025-04-04 12:59:37,0,0,10345.88,101.924,31,,
2025-04-04 12:59:37,1,9,9805.88,101.798,31,,
2025-04-04 12:59:37,2,100,9805.88,251.47,38,,
2025-04-04 12:59:37,3,30,10309.88,70.56,29,,
2025-04-04 12:59:38,0,0,10345.88,100.246,32,,
2025-04-04 12:59:38,1,54,9805.88,247.512,37,,
2025-04-04 12:59:38,2,0,9805.88,104.69,32,,
2025-04-04 12:59:38,3,0,10309.88,101.263,30,,
2025-04-04 12:59:39,0,100,10345.88,244.591,37,,
2025-04-04 12:59:39,1,0,9805.88,101.924,31,,
2025-04-04 12:59:39,2,0,9805.88,105.225,33,,
2025-04-04 12:59:39,3,0,10309.88,101.506,31,,
2025-04-04 12:59:40,0,0,10345.88,100.003,31,,
2025-04-04 12:59:40,1,0,9805.88,102.223,32,,
2025-04-04 12:59:40,2,0,9805.88,105.712,34,,
2025-04-04 12:59:40,3,89,10309.88,249.609,36,,
2025-04-04 12:59:41,0,0,10345.88,100.362,32,,
2025-04-04 12:59:41,1,28,9805.88,102.223,32,,
2025-04-04 12:59:41,2,46,9805.88,193.39,40,,
2025-04-04 12:59:41,3,0,10309.88,99.4,31,,
2025-04-04 12:59:42,0,85,10345.88,100.787,33,,
2025-04-04 12:59:42,1,18,9805.88,252.498,37,,
2025-04-04 12:59:42,2,0,9805.88,104.933,33,,
2025-04-04 12:59:42,3,0,10309.88,99.156,31,,
2025-04-04 12:59:43,0,11,10345.88,245.909,37,,
2025-04-04 12:59:43,1,0,9805.88,101.924,32,,
2025-04-04 12:59:43,2,0,9805.88,105.469,34,,
2025-04-04 12:59:43,3,61,10309.88,99.699,32,,
2025-04-04 12:59:44,0,0,10345.88,100.362,32,,
