timestamp,gpu_index,gpu_util,mem_used,power,temp,pid,used_mem_by_pid
2025-04-04 12:15:15,0,0,11083.94,94.165,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11083.94,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11098.25,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:15,0,0,11100.25,93.873,30,,
2025-04-04 12:15:15,1,0,10949.94,104.268,30,,
2025-04-04 12:15:15,2,0,11559.94,104.024,31,,
2025-04-04 12:15:15,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.25,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.31,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.38,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.44,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.5,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.56,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.62,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.69,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.75,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.75,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.75,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.75,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.75,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.81,93.873,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11100.88,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.0,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.0,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.12,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.25,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.25,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.31,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.44,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.024,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.5,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.144,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.5,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
2025-04-04 12:15:16,2,0,11559.94,104.144,31,,
2025-04-04 12:15:16,3,0,11901.94,100.465,30,,
2025-04-04 12:15:16,0,0,11101.62,94.165,30,,
2025-04-04 12:15:16,1,0,10949.94,104.268,30,,
